6b6d7gmbga34ki4446,0.0154
898d6gmbga2hei4cfa,0.067
ffd97gmbga4u3wje9b,0.0276
90315gmbga246wj2da,0.024
ba75bgmbga2q50aa7,0.237
0c026gmbga51m8n17c,0.024
2a14fgmbga2e8wja6d,0.237
1a0e0gm3715a0vr743,0.237
2ef94gmbga4ktdzc0d,0.067
babd1gm37qndvdzf53,0.22
2673dgmbga48wfe37a,0.0177
29efagmbga5rni4b22,0.0177
d73c3gmbga6xi05cb,0.0276
b29d1gmbga61zi49b4,0.024
b2bdbgmbga2j6i4512,0.22
31c1cgmbga8twbl870,0.0154
954a4gmbga6e8dz3c7,0.237
74d2cgmbga8x9bl730,0.024
9a983gmbga7tlbleba,0.237
2616egmbga63v6o452,0.06
9aba6gmbg2tq50acd,0.0154
fb934gmbga9x9i4159,0.024
14ce1gmbg2tus8nf18,0.024
11931gmbgh9q5i4b0c,0.0276
956b0gmbg17a9blad3,0.067
7bb24gmbggxgmfea8a,0.024
f183dgmbgh93zdz67a,0.067
8f7ecgmbggx3z6o84f,0.237
a5be6gmbgpmoj0bc4,0.067
3ad27gmbgh9xo6o8bf,0.024
434fdgmbgus17wj77a,0.0145
1f88fgmbgpmciwj05d,0.078
52219gmbgh9ydvr7d8,0.067
d7d4fgmbgh9e8vr0d5,0.094
625aagmbg17gmi45ae,0.06
8c500gmbgpmx9vr43a,0.0144
f5ee4gmbgusft6o876,0.024
f82f4gmbgfn7v6ocef,0.0177
5b420gmbgxsoc0e1a,0.0154
d1be6gmbgpm8pbl6b4,0.237
a4e55gmbgfnmy8n80e,0.0177
b1fccgmbgxs7vvr3e2,0.024
ea017gmbgussydz42f,0.024
6a87fgmbgfn7s06e9,0.067
4a8d1gmbgxsbgwj643,0.0276
0b325gmbg8ra7wj8c0,0.0177
64dacgmbg8ra7bl9ad,0.031
d99degm37a79rbl244,0.22
5312fgmbgfnb4i4c02,0.237
885f4gmbghea9bla8f,0.0177
99aa3gmbg8rdvbl15a,0.0177
2889fgmbg8rdv3yfd9,0.0177
75e5agmbg7v7sbl3a8,0.024
265bagmbg7v1mdz78a,0.024
0a771gmbg8rqd05ad,0.067
914f6gmbgfnft6o489,0.22
c54dbgmbg8rktdz314,0.067
18e1bgmbghefn3y0bc,0.0177
3e52cgmbghea08n9bb,0.0154
c7cb6gmbgbz4k8ne32,0.067
1f323gmbgheu3fe363,0.0276
73329gmbgci7sbl102,0.078
e64b8gmbghej6vrb7a,0.237
73cadgmbgcisl8n1e9,0.024
9af41gmbgqdtw3y874,0.067
73605gmbggmzwvra77,0.024
a6326gmbgqdoc6odb9,0.0276
db9b0gmbggmh9vr38c,0.067
92318gmbgcixs6o150,0.094
f2327gmbg16p2fe80c,0.237
15881gmbggmqnwj281,0.1466
a1de5gmbg52gxdzb04,0.237
08ba0gmbggma1bl626,0.094
1e9e3gmbgu34kfe3df,0.024
201ddgmbg4k5m6of7c,0.0276
3863dgmbgy9a23y8fe,0.067
2561cgmbgy9a70928,0.024
56241gmbgu3tl019a,0.024
2f953gmbg8ra8i4c96,0.1
65e48gmbgtwxr6oa9b,0.0177
14fe8gmbgu3d5feb01,0.237
18351gmbg4kgm3ya62,0.067
1a879gmbgnta7i4458,0.067
78924gmbgtwbg3yead,0.024
ba720gmbgtw373yefe,0.094
3fb72gmbgb49ldz9f3,0.067
039c1gmbgb4wffeb45,0.024
6b2a1gmbgb4ntwj83a,0.0154
b2ba0gmbgir528naf2,0.0154
e2699gmbgir8p8nbd1,0.0144
92802gmbgira03y3ba,0.237
3514dgmbgb43z8n3c9,0.024
c47ecgmbgghfv3y1fa,0.067
8f4bagmbgxoe8wj202,0.0177
00bf0gmbgk2zw3y0b4,0.242
d6c3agmbg8p9rvr380,0.0154
32ab9gmbg8p6jfeedf,0.024
6c210gmbgir9zi4989,0.06
78d80gmbgk2tw0510,0.0276
21cd4gmbgk2a46o204,0.237
1e0c5gmbgqe9l3yd48,0.0276
cebb4gmbgqeydvre6d,0.0154
58454gmbgqea8fec58,0.094
8be2dgmbgxolpfe324,0.094
fd6d7gmbgk2u36o4d4,0.06
881adgmbgk28ri44c8,0.1
6c426gmbgk2ej8nac6,0.06
ca4e2gmbg5ma7vr80a,0.067
49498gmbgydxoi4a2e,0.024
2b3begmbg4kq56o25e,0.237
e7fd7gmbgyd4k0bc3,0.024
c0a3agmbg1zg68nf76,0.024
8eabcgmbg1zj6i4838,0.0276
eea6fgmbgvc16vrcd1,0.067
b44bcgmbg1zxr6ob57,0.024
07281gmbg1ze86o7bd,0.024
5845cgmbg1za3feb7f,0.1466
528b3gmbgvcrn0498,0.024
5347fgmbgvcuqdzef2,0.094
c2a14gmbgydmyfe0c4,0.094
f7c43gmbg6j8pfe846,0.094
4b874gmbg9lbz8nd97,0.1
efa15gmbgftusblea0,0.024
1f1dbgmbgfta2blee2,0.031
6f4b0gmbg3za0dz741,0.067
3c1378rho1zy93y330,0.0177
1f466gmbgftfn8nb43,0.237
75cc3gmbge2slwjf18,0.04
b5646gmbg1n4ki489f,0.024
58ac3gmbge2du8nef9,0.031
cf33fgmbghohefe10c,0.237
c7d7dgmbghoho0207,0.0144
34977gmbg1ze8bl385,0.237
b6c40gmbg1nj26oc62,0.237
7a0b5gmbg9rnt3ya74,0.067
caa32gmbg9rhe3y375,0.067
fe830gmbg9r526o3ae,0.237
faac6gmbgb7mydz34e,0.237
0da5bgmbg1nir3yfa8,0.06
bbebdgmbg8wfnbl7ec,0.024
11e32gmbg1nqnvr548,0.237
10075gmbgg51z8n8e9,0.024
9c748gmbg8w160835,0.2
486eagmbg8wa4vr26d,0.0154
9ba07gmbgscnt3yb9d,0.0177
e8779gmbg1ng6vr2e6,0.237
27fd7gmbg8wpmvr63c,0.0177
